,Component 0,Component 1,clusters,year,abs_clean,country_code
3054,35.617077,10.940845,11,2008,"A method for gasification of carbonic materials using CO2 is disclosed where materials having at least some carbon content are subjected to a high- temperature environment, for example, inside a reactor vessel in which a plasma arc, a plasma torch or the like is energized. CO2 is injected into such an environment in a substantially stoichiometric amount with respect to the amount of carbon within the carbonic components.",WO
3055,22.680767,39.668022,10,2013,"Provided are a saddled vehicle and a fuel strainer configured so that less water remains in a fuel tank.
The pipe section (31) of a fuel strainer (24) has a closed section (31Y) which is provided at a position corresponding to the vicinity of a tank bottom plate (11A), and the entire periphery of the closed section (31Y) is adapted not to allow fuel to flow into the pipe section (31). The fuel strainer has a lower mesh section (32B2) provided below the closed section (31Y), the lower mesh section (32B2) filtering the fuel and allowing the fuel to flow into the inside of the pipe section (31).",WO
3056,-4.676113,44.732414,5,2010,"The invention relates to a device and a method for authenticating components of an self-service automatic teller machine, wherein the components comprise unambiguous identification information that can be exchanged among the components, wherein an authentication of the components and/or the information exchanged between the components is carried out by the encryption and/or signature of the information on basis of identity based encryption (IBE) that uses the identification information of the components.",WO
3057,17.013382,14.338347,6,2019,"An operation control method, a device (200), a cooking appliance (300), and a computer readable storage medium (400). The operation control method comprises: heating a pot body according to a specified heating parameter (S102); detecting a temperature of an upper lid and a temperature of the pot body (S104); comparing the temperature of the upper lid against a pre-determined upper lid temperature to obtain a magnitude relationship therebetween, and comparing the temperature of the pot body against a pre-determined pot body temperature to obtain a magnitude relationship therebetween (S106); and determining an amount of ingredients in the pot body, and/or adjusting a pre-determined cooking operation parameter (S108). The method detects the remaining amount of ingredients in the cooking appliance (300) by using a detection logic that is simple and easy to implement, thereby eliminating the additional cost of modifying the structure of the cooking appliance (300), and enhancing reliability of the cooking appliance (300).",WO
3058,34.76971,-14.058021,1,2016,"The invention relates to a process for the production of fiber composite hollow components, wherein a SMC-suitable fiber composite semi-finished product is arranged in a SMC tool above or around a core system and is pressed into a hollow mold by the SMC tool, the core system being formed from a leachable saline base.",WO
3059,-16.478516,53.931614,5,2008,"A transmission information management system includes: a local correlation unit which observes retention or modification degree of transmission information in each of nodes between which the transmission information is transferred; and a global judgment unit which collects observation information from each of the nodes, obtains an allowance concerning the retention or the modification degree of the transmission information according to distribution of the retention or the modification degree of the transmission information indicated by the collected observation result, and judges whether a retention or an erroneous transmission of the transmission information exists by using the allowance.",WO
3060,42.512333,-21.424616,1,2005,"The present invention relates to the use of a composition comprising an ascorbic acid compound, a L-lysine compound, a L-proline compound, and a polyphenol compound for the preparation of a pharmaceutical composition for treating fibro- or synovial, sarcoma and prostate cancer. Moreover, the invention further relates to a method of treatment wherein said composition is administered to a subject suffering from fibro- or synovial sarcoma or prostate cancer.",WO
3061,-52.5708,-36.287357,8,2014,"Optical apparatus for measuring characteristics of a measurement target comprising an illumination portion, detection portion and processing portion. The illumination portion produces at least one pair of spatially separated areas of illumination for illuminating a measurement target to produce an associated light field. The light field produced by illumination of the measurement target comprises a component corresponding to interference between the areas of illumination, illuminates a first site on the measurement target and illuminates a second site on the measurement target. The detection portion receives light from the measurement target, directs the received light onto a detector, outputs signals from the detector dependent on the intensity of the detected light. The processing portion analyses the signals output by the detecting means to measure the characteristics of the measurement target.",WO
3062,-22.131554,-44.780506,6,2018,"A synthetic resin container (1) comprising an opening (10), a shoulder part (11), a trunk part (12), and a bottom part (13), the container (1) forming an accommodation space for contents, wherein: a pair of convex ribs (16, 17) capable of bending when the shoulder part (11) is flattened are disposed on the shoulder part (11) so as to face the front-surface side and the rear-surface side and sandwich the central axis (C) of the container (1); each of the pair of convex ribs (16, 17) has a curved-line shape in which, in a front-surface view or a rear-surface view, a central portion (16a, 17a) is formed convexly toward the opening (10); and the two end parts of one convex rib (16) from among the pair of convex ribs (16, 17) is connected to the respective two end parts of the other convex rib (17) at an intermediate position on the shoulder part (11).",WO
3063,2.8132215,-55.364967,4,2008,"A signal may be received in accordance with a protocol stack having a first portion (400) that contains a control layer and a stream layer, and a second portion (401) that contains a physical layer and a MAC layer. The first portion may invoke an application program interface (API 1402) to instruct the second portion to replace a current set of signal acquisition parameters with an initial set of signal acquisition parameters.",WO
3064,-40.26842,-8.933191,2,2013,A memristor linear modeling method for a switched reluctance motor. A non-inverting operational amplifier circuit and an inverting operational amplifier circuit are employed to construct a switched reluctance motor linear phase inductance characteristic element.,US
3065,-9.73612,-42.361378,6,2013,"The invention relates to an oscillation damper 1 for a household appliance 9, in particular a washing machine 9 or dryer 9, with a fixed support 2 mountable on a lower part of the housing 10 of the household appliance 9 in which is housed an oscillating group comprising a tub 15, a drum 13, and a motor 21, a pivot shaft 3 mounted on a support 2 and in which is mounted a radial friction element 4, a swiveling lever 5 associated with the radial damper 4, and articulable 5a to a support element 24 simultaneously articulated to a lower part of the tub 15, and an elastic element with at least a helical spring 6, 6&#39; with windings arranged around the pivot shaft 3 and connected to the swiveling lever 5 and the fixed support 2, opposing a torsional force to the rotation of the swiveling lever 5, and designed such that the torsional force corresponds to a proportional part of the load of the oscillating group transmitted by the support element 24.",WO
3066,-60.780834,-6.8855085,2,2003,An electro stimulation system for providing signals to a subject including: at least one electrical power supply; a first switching device for intermittently connecting the output of an electrical power supply to one or more connection probes electrically connected to the subject; a second switching device for intermittently connecting one or more connection probes electrically connected to the subject to form an electrical current return path for current supplied by the electrical power supply; and switching control devices connected to the first and second switching devices; wherein the intermittent connection of the output of an electrical power supply or the intermittent formation of electrical current return paths vary during a treatment and wherein the switching of the first and second devices occurs independently of each other.,WO
3067,-17.434364,9.9665985,2,2007,"Disclosed are systems and methods for enabling the acquisition of physiological parameters of a mammal or other specimen using thermo-mechanical responses (e.g., temperature, pressure and alternatively acceleration, pulse, position). In accordance with one example embodiment, a monitoring device for wired and/or wireless sensors is used to acquire a series of sensor signals that are attached to achieve the physiological measurements of a mammal vital signs is provided. The device includes a Temperature-Pressure (T-P) sensor configured to attach to respiration, vascular pressure and audio points of the mammal in a manner suitable for obtaining the acquired individual sensor electrical signal. The sensor system is configured to attach to alternative locations of the specimen in a manner suitable for obtaining electrical signals in communication with a signal receiver and transmitter. Physiological parameters, such as those associated with vital signs (temperature, pulse, respiration, etc.), can be obtained using the monitoring device and associated sensors.",WO
3068,28.043793,52.850037,10,2014,"A method for controlling a lean fuel suction gas turbine engine (GT), which is equipped with a catalytic combustor (3) that burns a compressed gas compressed by a compressor (1) and supplies the burned gas to a turbine (5), and a heat exchanger (7) that heats the compressed gas with the exhaust gas from the turbine as a heating medium, and which uses as a fuel the combustible component contained in low-concentration methane gas. When the temperature of the suction gas flowing into the compressor (1) of the gas turbine engine (GT) is lower than a prescribed value, the rotational frequency of the engine is lowered in accordance with the temperature of the suction gas.",WO
3069,-66.7149,-8.106285,2,2008,"An apparatus for providing a power conserving AC power outlet in a computer. An embodiment includes a computer, power input, power supply, AC power outlet, switch and control circuit. The power input provides AC input power to computer. The power supply is connected to the power input and provides power to components of computer. External AC-powered devices may be plugged into AC power outlet. The switch is connected to the AC power outlet and power input. The switch connects the AC power outlet to the power input when the switch is closed and disconnects AC power outlet from power input when the switch is opened. The control circuit is connected to the switch and the power input. The control circuit reads, for example, current drawn by the power supply on the power input and opens the switch when the current falls below a threshold.",WO
3070,-22.618116,24.780159,13,2003,"The caching of heterogeneous bean sets has been improved from requiring each bean (204, 206, 210, 212, 214) to have its own cache instance to caching the beans (204, 206, 210, 212, 214) in a single cache. The beans (204, 206, 210, 212, 214) can be identified by generating a unique identifier that is a combination of the bean&#39;s primary key and a self reference identier of the bean manager (202, 208) associated with that bean. The average size of a bean set associated with a bean manager (202, 208) can be specified such that the cache allocates memory for that set based on the average size. A callback interface can also be used to shift knowledge of a bean life cycle back to the bean manager (202, 208).",WO
3071,28.012981,18.334782,10,2013,"A squirting toy (100) is comprised of a cylindrical housing (108) and a bellows (104) that compresses in response to an outside force in order to exhale water therefrom. The ends (102,106) of the squirting toy may provide buoyancy sufficient for the toy to float in water.",WO
3072,59.367752,8.569853,11,2017,"Described herein is a preparation method of a durable easy-cleaning and antimicrobial coating composition, the method comprising steps of: 1) adding an acid into an alcohol-water solution comprising at least one orthosilicate and fluorinated polyether silane compound to perform hydrolysis and co-condensation at 20 to 80°, so as to form a reaction mixture i; 2) placing the reaction mixture i at room temperature to perform aging for 12 to 72 h, so as to form a reaction mixture ii; 3) adding an acid into an aqueous solution comprising at least one high-valence metal salt to adjust pH of the solution to 1-4, and then mixing the solution with the reaction mixture ii, so as to form a reaction mixture iii, wherein the high-valence metal salt is one or more selected from the group consisting of aluminum salts (in an oxidation state of 3+), chromium salts (in an oxidation state of 3+), cerium salts (in an oxidation state of 3+ or 4+), zirconium salts (in an oxidation state of 4+), and vanadium salts (in an oxidation state of 5+); and 4) adding at least one inorganic antimicrobial agent into the reaction mixture iii to form a coating composition, wherein the inorganic antimicrobial agent is a silver salt (in an oxidation state of 1+), a copper salt (in an oxidation state of 2+), or a zinc salt (in an oxidation state of 2+).",WO
3073,66.7432,-30.089882,3,2000,Drug delivery compositions and methods of delivering compounds to specific cell types are disclosed. Vaccines and methods of immunizing individuals are disclosed. Compositions for drug delivery including gene therapy and methods of treating individuals using such compositions are disclosed.,WO
3074,-54.685272,-13.175096,2,2017,"Method and system for creating a control power for an electrical power supply system comprising a plurality of power generators, a plurality of power consumers and a pool control unit, characterized by providing an overall energy store which comprises a plurality of electric vehicles which can be bidirectionally coupled to the electrical energy supply system and each have at least one energy store, further characterized by determining, at a first time before a second time, an actual power of the overall energy store at the second time as the sum of a predicted power of a first group of electric vehicles at the second time and a predicted power of a second group of the electric vehicles at the second time, further characterized by determining, at the first time, a maximum possible discharge power of the overall energy store at the second time as the sum of a predicted maximum possible discharge power of the first group of electric vehicles at the second time and a predicted maximum possible discharge power of the second group of electric vehicles at the second time, further characterized by determining, at the first time, a stored control power in a positive direction at the second time as the difference between the actual power of the overall energy store at the second time and the maximum possible discharge power of the overall energy store at the second time.",WO
3075,-11.115908,48.947807,5,2009,"A method and system of content indices processing, content routing function and content distribution control entity are provided. A receiving module of the content routing function (CRF) with the session initiation protocol (SIP) routing function receives content variation informing information of the media station (MS); the processing module varies the stored content indices information, according to the received content variation informing information.",WO
3076,-21.278774,25.28095,5,2007,"A user interface distinguishes between individual songs and collections of songs. A listener might review or manipulate individual songs, collections thereof, or individual songs within those collections. Review and manipulation includes visualizing those songs and collections queued for play, selecting either individual songs or collections thereof for listening, and selecting individual songs within collections thereof without having to manipulate the entire collection thereof. The user interface includes a visualization of songs queued for play, the visualization including a single block for each individual song and a single block for each collection of songs.",WO
3077,47.003128,-26.180082,1,2009,"The present invention is on particular compositions comprising certain combinations of the main olive polyphenols, such as for instance oleuropein and/or ligstroside in combination with hydroxytyrosol and/or tyrosol characterized in that the ratio of non-hydrolysed polyphenols (oleuropein and/or ligstroside) to hydrolysed polyphenols (hydroxytyrosol and/or tyrosol) is within certain thresholds which unexpectedly provide certain health benefits as compared to other compositions of olive polyphenols already known in the art. In a particular embodiment of the present invention the compositions contain standardized quantities for at least two of said olive polyphenols.",WO
3078,26.884892,19.763958,10,2016,"A bioconversion scheme is provided that effectively converts syngas, generated from gasification of coal, natural gas or biomass, into lipids that can be used for biodiesel production.",WO
3079,-9.882107,-13.789498,6,2006,"The inventive seat cover relates to removable seat covers, mainly to removable covers for chairs which are used on stadiums, railway stations and other public areas. The inventive seat cover (1) comprises a covering part for seat backrest (2), the covering part for a seating space (3) and an apron (4) embodied which are embodied in an integral manner. The covering part for seat backrest (2) is embodied in the form of a pocket (5) in such a way that it is wearable on the seat backrest and is provided with a trash pocket (6) and an advertising area (7) on the rear side thereof. An advertising space (8) is provided on the front side of the covering part for seat backrest (2), an advertising space (9) is provided on the covering part for a seating space (3), an advertising space (10) is provided on the front side of the apron (4) and an advertising space (11) is provided on the front side of the trash pocket (6). Said seat cover is provided with a through hole (12) or an insert (12) which is made of a transparent material and used for displaying the seat-number sign.",WO
3080,12.844613,-40.904636,4,2000,The present invention provides a magnetoresistive head wherein: a magnetoresistive film is created in a read-track region at the center of the magnetoresistive head; an antiferromagnetic film and a ferromagnetic film experiencing an exchange coupling magnetic field due to direct contact with the antiferromagnetic film are created on each end of the magnetoresistive film outside the read-track region in such a way that the ferromagnetic film is located beside the magnetoresistive film; a nonmagnetic intermediate film is created between the magnetoresistive film and the ferromagnetic film for preventing ferromagnetic coupling from being developed on a contact boundary surface between the magnetoresistive film and the ferromagnetic film and for making crystal orientations of the antiferromagnetic film and the ferromagnetic film uniform; and bias magnetization is applied to the magnetoresistive film by exchange coupling between the antiferromagnetic film and the ferromagnetic film.,US
3081,-41.031967,69.3203,13,2015,"Providing data security includes: in response to a request to write data content to a storage, generating encrypted data content based on the data content; attempting to obtain a reference to the encrypted data content in the storage; in the event that the reference to the encrypted data content is obtained, modifying a translation line to refer to the reference to the encrypted data content in the storage; and in the event that the reference to the encrypted data content is not obtained: storing the encrypted data content at a new location; obtaining a reference to the encrypted data content stored at the new location; and modifying the translation line to refer to the reference to the encrypted data content stored at the new location.",US
3082,31.27462,49.68626,10,2010,"A pressure support system includes a pressure generator, a pressure sensor, a flow sensor, and a controller cooperating with the pressure sensor and the flow sensor to control operation of the pressure generator. The controller is structured to automatically identify a patient interface device in use with the pressure support system by detecting a change of exhaust flow of up to a predetermined amount across a predetermined pressure gradient of a pressure range of the pressure support system.",WO
3083,40.263107,26.282928,1,2006,"The invention relates to purifying unwanted moderately saline water. The methods of the present invention including passing moderately saline water through an ion exchange media saturated with ammonium salts to produce fertilizer water. In addition, the present invention relates to a method of passing moderately saline water through a dual bed cation and anion exchange process for producing purified water. The first cation exchange media is saturated with acids of hydrochloric, nitric or sulfuric acids. Meanwhile, the second ion exchange media is saturated with ammonium hydroxide. Passing the moderately saline water through the first ion exchange media creates an acid rich water which is then passed through the second ion exchange media to remove chloride, sulfate, nitrate, and nitrite anions. Through a regenerative cycle, a fertilizer water is produced which is rich in ammonium chloride, ammonium nitrate or ammonium sulfate.",WO
3084,4.8756776,-6.1793785,6,2016,"An actuator assembly (600) for use with a shut-off valve in a transport or storage system. The assembly is configured to be operatively coupled to a stem of the valve for controlling fluid flow there through. The assembly includes a mounting bracket (620) coupled to the bonnet (608), a mounting sleeve (616) coupled to the stem and movable relative to the mounting bracket, and an actuator (612) having a body and an inlet formed in the body (622). The body is defined by a first body portion (623A) coupled to the mounting bracket and a second body portion (623B) coupled to the mounting sleeve and movable relative to the first body portion to expand or contract the body. The inlet is adapted to receive pressurized fluid; the body expands or contracts responsive to the pressurized fluid, and responsive to the expansion or contraction of the body, the mounting sleeve moves relative to the mounting bracket, thereby moving the stem.",WO
3085,-23.556246,33.73591,5,2011,Provided is a communication method using an access point (AP) in a wireless LAN system. The method comprises the steps of: requesting transmission of a sounding PLCP (Physical Layer Convergence Procedure) Protocol Data Unit (PPDU) for estimating a channel to a first station (STA) and a second STA; receiving a first sounding PPDU from the first STA; and receiving a second sounding PPDU from the second STA. The process for requesting the transmission of the sounding PPDU comprises the step of transmitting an aggregated-frame to the first STA and the second STA in which a first request frame for requesting the transmission of the sounding PPDU to the first STA and a second request frame for requesting the transmission of the sounding PPDU to the second STA are aggregated.,WO
3086,41.23325,-15.039957,1,1999,"The present invention relates to a process for katalytic oligomerization of short-chained monoolefins contained in a hydrocarbon mixture, wherein the mixture is contacted with an adsorber and is catalytically oligomerized. The invention is characterized in that an adsorber selected from the group consisting of aluminum oxides, solids containing aluminum oxides, aluminum phosphates, silicon dioxides, infusorial earth, titanium dioxide, zirconium dioxides, phosphates, adsorbents containing carbon, polymeric adsorbents and mixtures thereof are used as adsorbent.",WO
3087,-29.396955,2.68558,6,2017,Provided is a very convenient robot capable of eliminating interference between parts that cannot be predicted in advance. A robot (1) for performing a specified action is provided with: a drive-controlling section (23) for driving a part for said specified action; an interference-detecting section (24) for detecting that said driven part has contacted the robot itself; and an offset-setting section (25) for modifying the magnitude of the specified action when such contact is detected.,WO
3088,-11.829754,-43.423035,6,2006,"The present invention provides for a plurality of interconnectable modular members that may create a pathway system with multiple entrances into the upper portion of each member and at least one exit from the lower portion of each member, thereby providing for a variety of convergence and divergence possibilities. The pathway system is suitable for receiving and transporting marbles and other spherical objects from one member to another. The modular members may be interlinked via male/female connectors to create a variety of configurations.",WO
3089,-42.078304,50.544376,13,2010,"The invention relates to a connection box (1) for distributed networks based on glass fibre, especially Fiber-To-The-Home (FTTH), comprising at least one optical conductor (100, 102) by which means optical data signals can be transmitted. The connection box (1) comprises a terminal connection (101, 103) for connecting an optical conductor and for providing optical data signals for the connection box (1). The connection box (1) comprises an optoelectronic receiver unit (20) that can be connected to an optical conductor and comprises a converter module (209) for generating an electrical useful signal (2090) based on optical data signals transmitted by means of the optical conductor. The receiver unit (20) is connected to a terminal connection (201) of the connection box (1) for providing the electrical useful signal (2090).",WO
3090,-43.992577,-10.506059,2,2016,A system and/or method for controlling a dual-three-phase machine with respect to a power electronics inverter is provided. The dual-three-phase machine includes six phase windings divided into at least two windings groups configured to provide a combination of six voltages that achieve zero common-mode voltage and a significantly reduced common-mode noise current.,US
3091,-21.084097,-37.82607,6,1992,"A piece of jewellery has elongated longitudinal frame parts (1, 3) arranged in pairs next to each other at a constant distance from each other in the longitudinal direction and mutually linked by transverse strips (5), thus forming a rigid guiding frame. Each longitudinal frame part comprises an elongated base body (9) designed in particular as a tube with a ring-shaped, closed tubular wall, from which projects a guiding rib (11) that extends in the longitudinal direction up to the other longitudinal frame part. Jewellery elements (7) are freely movable on the guiding ribs. The circumferential profile of the base body (9) joins the guiding ribs (11) on both sides without undercuts. This design makes it possible to obtain mechanically stable guidance of the movable jewellery elements (7). In particular, jamming of the jewellery elements (7) due to dirt deposits in the area of the guiding ribs is avoided.",WO
3092,17.713776,-24.959904,1,2016,"The invention relates to a method for producing a concrete tube in a mould and removing the tube from said mould, which method comprises the steps of: providing a mould comprising an elongate core and a partitioned shell arranged around the core; filling the mould with a liquid concrete; allowing the concrete to set and cure in the mould; after the concrete has set and cured, applying a force between the core and the shell in longitudinal direction of the elongate core, such that the elongate core is pulled out of the set concrete; opening the partitioned shell by taking apart at least two shell parts; removing the set and cured concrete tube.",WO
3093,22.696554,46.156776,10,2020,"The present invention relates to a pressure control valve (30) for open-loop or closed-loop control of the pressure of a compressed fluid in a pilot pressure chamber (12), comprising: a valve housing (50) with at least one input (41) and at least one output (43); a wall portion (51) which is connected fixedly to the valve housing (50) and has a first passage channel and a first through-bore, through which compressed fluid can flow, and forms a first valve seat; a tappet (52), which is mounted in the valve housing (50) so as to be movable along a longitudinal axis (L) by means of an energisable actuation device (49); a first sealing element (54), which is mounted in the valve housing (50) so as to be movable along the longitudinal axis (L) and is prestressed by means of a first spring (56) into a closing position, in which the first sealing element (54) bears against the first valve seat (58) and closes the first through-bore, the first sealing element (54) having a second passage channel (60), through which the compressed fluid can flow and which is fluidically connectable to the first passage channel; and a second sealing element (64), which is secured to the tappet (52) and, as a result of the actuation device (49) being energised, is movable by means of the tappet (52) along the longitudinal axis (L) between a first position, in which the second sealing element (64) bears against the wall portion and closes the first passage channel, and a second position, in which the second sealing element (64) bears against a second valve seat (66).",WO
3094,43.29329,14.369041,11,2016,"Agrochemical emulsion-type concentrates and diluted concentrate formulations. In particular oil-in-water emulsion concentrates having an oil phase with oil soluble active, continuous water phase with an optional water soluble active, and a combination of a optionally acyl terminated alkoxylated polyol or polyamine surfactant emulsifier and a high HLB co-surfactant. Use of said surfactant emulsifier for oil-in-water agrochemical emulsion concentrates is found to provide for stable emulsion concentrates over time and under varying storage temperatures.",WO
3095,-10.760711,-29.814236,6,2016,"Disclosed is a hopper with a sorting function, the hopper comprising a hopper body (1). A hopper inclined bottom board is provided at the bottom of the hopper body. The lowest area at the right end of the hopper inclined bottom board is docked with a hopper horizontal bottom board (1j). A middle part of the hopper horizontal bottom board in the forward and backward direction is provided with a material supporting hole. The material supporting hole is provided with a large lifting sliding block (2) capable of sliding up and down along a left end surface of a right wall board (1a) of the hopper. A lower end of the large lifting sliding block is driven by a large sliding block cylinder (2b). A large sliding block V-shaped groove (2a), which extends in the forward and backward direction, is provided at the top of the large lifting sliding block. A small lifting sliding block (3) is provided at the lowest area of the large sliding block V-shaped groove of the large lifting sliding block. A small sliding block V-shaped groove (3a) is provided at the top of the small lifting sliding block. The width of the small sliding block V-shaped groove matches the diameter of the short cylindrical material, and the length thereof matches the length of the short cylindrical material. A lower end of the small lifting sliding block is connected to an upper end of a piston rod of a small sliding block cylinder (3c). An upper end of a cylinder body of the small sliding block cylinder is fixed at a lower end of the large lifting sliding block. The device is capable of removing one short cylindrical material and performing accurate feeding successfully each time.",WO
3096,7.02832,-38.90678,4,2010,"The invention relates to a substrate carrier for mounting substrates, comprising a carrying frame (1) and at least one substrate receptacle (2). The carrying frame (1) has a self-supporting and flexurally rigid frame structure made of longitudinal ribs (6) and transverse ribs (7), which are disposed at an angle to each other and made of a material that is dimensionally stable up to 800ºC. The substrate receptacle (2) rests on the carrying frame (1) and has a plate-like design such that the solar cell wafers (5) can be positioned on the upper side of the substrate receptacle (2). Thermally insulating elements (9) are present between the carrying frame (1) and the substrate receptacle (2). The elements of the carrying frame (1) and the substrate receptacle (2) are made of steel, titanium, aluminum, ceramic, CFC (CFC = carbon fiber reinforced carbon) or composites made thereof.",WO
3097,47.719364,-48.403988,12,2003,The invention provides methods for using the Twin Argentine Translocation pathway in bacteria to produce heterologous polypeptides that have multiple disulfide bonds. Methods of screening polypeptide libraries produced by secretion through the TAT pathway are also provided. The invention provides improved methods for production of heterologous polypeptides having at least one disulfide bond.,WO
3098,-27.695528,-31.143595,6,2021,"The invention relates to a device for aligning building blocks, comprising a connecting element and a base plate which is connected to one end of the connecting element, wherein the base plate extends from two opposite sides of the connecting element in a perpendicular manner or in an angle slightly less than perpendicular. The device further comprises a wedge receiving plate which is connected to the other end of the connecting element, is substantially in line with the connecting element and comprises an opening designed for receiving a wedge. The base plate and the wedge receiving plate are each connected to the connecting element via a frangible joint. Upon application of the device, the base plate, the wedge receiving plate and the wedge together squeeze the building blocks together so that they become aligned. As a last step, the base plate and the wedge receiving plate are broken off from the connecting element to leave the connecting element between the building blocks.",WO
3099,52.2977,6.2310247,11,2016,Shielding coatings are applied to polymer substrates for selective metallization of the substrates. The shielding coatings include a primer component and a hydrophobic top coat. The primer is first applied to the polymer substrate followed by application of the top coat component. The shielding coating is then selectively etched to form an outline of a desired current pattern. A catalyst is applied to the patterned polymer substrate followed by electroless metal plating in the etched portions. The portions of the polymer substrate which contain the shielding coating inhibit electroless metal plating. The primers contain aromatic heterocyclic compounds and the top coat contains hydrophobic alky organic compounds.,US
3100,-11.572157,-42.177097,6,2015,"The invention relates to a vane for a turbine engine. The vane (12&#39;) has a blade (13&#39;) and a root (18&#39;) to be inserted into an axial groove of a turbine engine disc. The upstream end (450&#39;) of the root is connected to a radially inner end (430&#39;) of the leading edge (431&#39;) of the blade by the upstream end of a linking area having an recess in the downstream direction, such that said radially inner end of the leading edge of the blade is located further downstream than the upstream end of the root.",WO
3101,-38.34374,9.687752,1,2015,"The invention relates to a method for at least reducing the consequences of a collision of a vehicle (F). According to the invention, at least one collision avoidance operating mode (K1 to K3) from a set of at least three different collision avoidance operating modes (K1 to K3) is activated. A braking maneuver is executed on activation of a first collision avoidance operating mode (K1), an evasion maneuver is executed on activation of a second collision avoidance operating mode (K2), and a braking maneuver and an evasion maneuver are simultaneously executed on activation of a third collision avoidance operating mode (K3). The respective collision avoidance operating mode (K1 to K3) is activated depending on a vehicle speed (v_ego) of the vehicle (F), a traffic situation, and/or an available free space in a vehicle environment. The invention further relates to a device (V) for at least reducing the consequences of a collision of a vehicle (F).",WO
3102,67.74929,-26.632896,3,2016,"Methods for the prevention and treatment of neurodegenerative diseases, in particular motor neuron diseases such as amyotrophic lateral sclerosis (ALS), is described, as well as compositions and combined preparations for use in the methods. The methods comprise inhibiting EGFR signalling, and inhibiting MyD88-dependent TLR/IL-R1 signalling, in the central nervous system of a subject in need of such prevention or treatment. The compositions comprise an inhibitor of EGFR signalling, and an inhibitor of MyD88- dependent TLR/IL-R1 signalling.",WO
3103,41.28919,-15.127208,1,2018,"The present invention relates to: a novel carbazole derivative; and a photopolymerization initiator and a photoresist composition which comprise the same. According to the present invention, the carbazole derivative includes both an oxime ester group and a phosphonate group within one molecule, and thus, compared to a conventional photopolymerization initiator, can effectively absorb ultraviolet rays and implement high sensitivity, heat resistance and chemical resistance. In addition, provided are a photopolymerization initiator and a photoresist composition which comprise the carbazole derivative, thereby enabling an excellent residual film rate, developability and strength to be implemented.",WO
3104,-4.7842884,11.731951,0,2015,"A suction device is shown and described. The suction device includes a body, an input port configured to receive a flow of matter, a suction port, and a suction lumen that couples the suction port to the input port. In some embodiments the suction device is configured to couple with a surgical instrument for use in a surgical procedure.",US
3105,-28.20685,-36.08691,6,2012,"A vehicle seat vertical position adjustment apparatus includes a lifting/lowering link which is pivoted at one end and the other end thereof to a lower bracket of a vehicle seat and a vehicle floor, an input member supported by the vehicle seat and capable of being operated up and down, and a lifting/lowering mechanism driven in association with a lifting/lowering operation of the input member to lift and lower the lower bracket with rotational motion of the lifting/lowering link. The lifting/lowering link, the input member and the lifting/lowering mechanism are supported by an inner side of the lower bracket. A through-hole is formed in the lower bracket. The input member is installed to extend to an outer side of the lower bracket from the inner side thereof through the through-hole so that a control portion of the input member is positioned on the outer surface of the lower bracket.",WO
3106,23.049633,-3.5128162,12,2001,A new and distinct chrysanthemum plant named MN98-M91-1 is provided. This new cultivar was the result of a cross between  Dendranthema weyrichii  and  Dendranthema×grandiflora .,US
3107,48.457977,4.4888964,11,2011,"A method of introducing an additive into a polymeric material comprises using a liquid formulation comprising an additive, for example a colourant, and a vehicle comprising an aliphatic or aromatic tri- or di-carboxylic acid covalently linked by ester bonds to two or more chains. The method involves contacting the liquid formulation with the polymeric material in a melt processing apparatus. The cavity transfer mixer may be used in the process. A fibre is suitably subsequently produced.",WO
3108,-35.502373,7.289153,9,2007,"Disclosed is a system, particularly a driverless transport vehicle, for transporting loads on a bumpy surface, especially the ground, comprising at least one primary conductor and a vehicle which can be supplied thereby in a contactless manner and is provided with a secondary coil that is inductively coupled to the primary conductor. A capacitor is associated with the secondary coil in such a way that the associated resonant frequency substantially corresponds to the medium frequency, particularly between 10 and 100 kHz, of the current applied to the primary conductor. A spring means is arranged between the drive unit, which encompasses a respective driven wheel and an associated drive, and the linkage of the vehicle.",WO
3109,-37.786644,-12.054482,2,2016,"An energized parts guard is disclosed which includes a panel of substantially rigid, electrically insulative material wherein the substantially rigid panel further includes a first one or more apertures and a second one or more apertures. The first one or more apertures are so dimensioned to accept one or more circuit breakers inserted into the first one or more apertures such that there is less than a 12.5 mm gap between the panel and the circuit breaker on at least two sides of the one or more circuit breakers. The second one or more apertures are positioned to facilitate access to at least one terminal of each of the one or more circuit breakers when the one or more circuit breakers are inserted into the first one or more apertures.",US
3110,-62.52571,-41.770535,8,2007,"A side surface light emitting unit illuminates, from its side surfaces, one or more objects to be illuminated which are arranged to extend in one direction on a flat surface. The side surface light emitting unit is provided with a light guide body arranged along the side surface of the objects to be illuminated, for projecting light to the side surfaces of the objects, and an LED arranged at least on one end of the light guide body. In the side surface light emitting unit, the upper surface and the lower surface, excluding the side surfaces facing the objects, are blocked from light. The objects to be illuminated, such as key switches, can be brightly illuminated by unintermittent continuous outgoing light, along the arrangement direction of the objects from one end.",WO
